# File created on Tue Feb 24 19:53:24 2026
#
# time Ham Px Py Pz Gx Gy Gz
0.41666667     0.48489359      0.046402193     0.0089671521    0.0098901717    0               0               0              
0.41666667     1.303809        0.10375762      0.048685565     0.052293155     0.034981799     0.092813006     0.051385605    
0.41666667     2.3127228       0.1668204       0.093549451     0.098778708     0.053435136     0.15795012      0.053210206    
0.41666667     2.9516317       0.21015775      0.17013974      0.15351652      0.0795506       0.13757589      0.043929319    
0.41666667     2.0958837       0.25766459      0.29334374      0.15854758      0.038536576     0.041811655     0.015358491    
0.41666667     0.48686887      0.17795167      0.34633842      0.14369932      0.0062149057    0.0057666345    0.0022448687   
0.41666667     0.31162223      0.068522816     0.079234506     0.025177519     0.0029580498    0.0011402142    0.0004748802   
0.41666667     0.12779662      0.016713741     0.025318558     0.0068778462    0.0099239859    0.0047541701    0.0015112544   
0.41666667     0.059884917     0.017297982     0.018255097     0.0057321207    0.023058732     0.016253019     0.0034934503   
0.83333333     0.53636015      0.056889083     0.021450838     0.02355234      0.024199082     0.054330222     0.036282094    
0.83333333     1.3093368       0.10851484      0.049231835     0.060671093     0.075355802     0.13705231      0.083686272    
0.83333333     2.3265314       0.18055325      0.10109155      0.12022756      0.082140483     0.20444569      0.085148688    
0.83333333     2.9642629       0.24179262      0.19307013      0.19838936      0.094083092     0.10950823      0.065629142    
0.83333333     2.1042684       0.31119645      0.31602793      0.23000202      0.025757503     0.023889566     0.01874858     
0.83333333     0.49557393      0.26423877      0.35803959      0.27156184      0.0054045579    0.0050693342    0.0037996492   
0.83333333     0.30831356      0.090003084     0.084773256     0.054831517     0.0060724771    0.0022966186    0.00094286463  
0.83333333     0.16315426      0.02808323      0.024372622     0.022386413     0.021213137     0.010502053     0.0032231958   
0.83333333     0.11263314      0.062318392     0.044257642     0.028037551     0.042422104     0.030244572     0.009942091    
1.25           0.53819783      0.058530694     0.021684057     0.027097844     0.050528469     0.080353139     0.056727922    
1.25           1.3153345       0.11669225      0.050343666     0.072925654     0.12076977      0.15824086      0.11197847     
1.25           2.3390868       0.20260167      0.11339946      0.14876589      0.11216565      0.21692074      0.12229795     
1.25           2.9710254       0.28586414      0.22731122      0.24768954      0.098004512     0.075986914     0.084318123    
1.25           2.1097585       0.39042762      0.33898716      0.306562        0.031493443     0.028309468     0.028327108    
